IDEES,DESCRIPTION,NOM_AMENDEMENT,EXPOSE_SOMMAIRE,LABEL
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N001057,"Le présent amendement prévoit d’ouvrir la possibilité pour les Safer de préempter des cessions partielles de parts de groupements fonciers agricoles d’investissement.
Cette nouvelle voie de préemption constituerait le corollaire d'un dispositif visant à préserver le foncier agricole et à contribuer au maintien de la surface agricole utile, difficilement tenu depuis 20 ans.
Cet amendement permet à la SAFER de préempter sur une cession partielle des parts de GFAI.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419865B2436P0D1N000605,"Cet amendement, issu de la proposition de loi du Sénat pour un choc de compétitivité en faveur de la Ferme France, vise à stimuler le recours aux projets territoriaux de gestion de l’eau (PTGE) afin de favoriser la concertation en amont sur les projets de stockage d’eau à des fins agricoles entre agriculteurs et associations environnementales. Ce conseil collectif et démocratique de gestion de la ressource en eau permettrait ainsi d’améliorer le consensus local sur ces sujets.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N002274,"Cet amendement a pour objectif de permettre au preneur d’avoir une priorité d’achat en cas de cession de parts.
Le preneur en place bénéficie d’un droit de préemption des terres qu’il exploite dès lors que celles-ci sont en vente. Dans le cadre d’un GFAI l’aliénation porte davantage sur des parts que sur du foncier. Face à cette situation, le fermier ne dispose d’aucun moyen juridique d’avoir une priorité d’achat dans l’acquisition des parts du GFAI.
Cet amendement permet au preneur de bénéficier d’une priorité d’achat en cas de cession de parts de GFAI dans lequel il loue par bail rural des terres. Ainsi, la priorité n’est pas limitée aux associés participant à l’exploitation du foncier.
L’intérêt de mettre en place un droit de priorité pour le fermier en place est de lui offrir un moyen d’intégrer le GFAI.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N002371,"Le projet de loi introduit dans le code rural un nouvel article L. 1 A propre aux orientations des politiques publiques associées à la protection de la souveraineté alimentaire. La rédaction proposée est toutefois défaillante et ne fait en particulier nulle référence aux implications commerciales, aux droits et aux revenus des agriculteurs. Le présent amendement tend en conséquence à inscrire la problématique de la répartition de la valeur, du revenu des agriculteurs et de leurs conditions de travail au cœur des enjeux de souveraineté.
Cet amendement s'inspire d'une proposition du collectif Nourrir.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419865B2436P0D1N000723,"Cet amendement du groupe Socialistes et apparentés vise à définir les principaux objectifs de la politique d’installation et de transmission en agriculture pour en affirmer clairement les priorités. 
La définition proposée par le Gouvernement n’est pas la hauteur des enjeux associés aux dix prochaines années. La souveraineté agricole ne doit pas guider nos politiques d’installation dans la mesure où elle est déconnectée des enjeux portant sur l’alimentation et remet en question la hiérarchie des usages de la biomasse agricole. Il est essentiel de concilier production et consommation pour établir une véritable souveraineté et de faire évoluer nos modèles de production l’être dans la durée face aux défis liés aux effets du changement climatique. Il faut assumer de façon claire la priorité donnée à l’installation aux modèles agroécologiques dont l’agriculture biologique.
Cette nouvelle définition permet de dégager plusieurs priorités indispensables pour établir une véritable souveraineté agricole et alimentaire en France :
- Contribuer à la souveraineté alimentaire mais aussi et de manière cohérente aux transitions
agroécologique et climatique dont il était fait mention dans les précédentes versions du projet de loi.
- Accroître la population active agricole.
- Promouvoir l’agroécologie dont l’agriculture biologique dans une logique d’opportunité au moment de l’installation qui est propice à la transition des modèles d’exploitation et des pratiques. 
Cet amendement a été travaillé en lien avec la FADEAR, la FNAB, le MIRAMAP, le RENETA, le Réseau CIVAM, SOL et Terre de Liens et le pôle Inpact.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N002904,"L’enseignement et la formation professionnelle aux métiers de l’agriculture, de la forêt, de la nature et des territoires doivent contribuer aux synergies entre les territoires français et entre la France et ses partenaires de l'Union européenne. C'est ce que propose cet amendement.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N002859,"Cet amendement du groupe Écologiste – NUPES vise à intégrer au projet des établissements publics et privés d’enseignement agricole la définition de leur politique interne de promotion de l’agriculture biologique. 
Le secteur de l’agriculture biologique représente 16 % de l’emploi agricole avec une dynamique en croissance pour atteindre l’objectif de 18 % de surfaces en agriculture biologique en 2027. Selon les régions, entre 30 % et 50 % des candidat·es souhaitent aujourd’hui s’installer en bio, avec donc un réel besoin de formation. Pourtant, les formations en bio ne représentent que 5 % de l’offre de formations production, transformation et commercialisation de l’enseignement agricole public, inégalement réparties selon les territoires et les cursus. 
Il y a un véritable enjeu et une urgence à renforcer la formation initiale et continue à l’agriculture biologique. Les objectifs de promotion de l’agriculture biologique devraient ainsi être intégrés aux projets des établissements d’enseignement agricole. 
Les projets d’établissement représentent un aboutissement du travail collectif des équipes pédagogique, administrative et technique, constituant une opportunité de se saisir des enjeux de promotion de l’agriculture biologique à l’échelle de l’établissement. 
Le présent amendement est issu d’une proposition de la Fédération nationale de l’agriculture biologique (FNAB).",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N002984,"Cet amendement a pour objectif de renommer l’intitulé du projet de loi en remplaçant la formule « renouvellement des générations », marquant l’un des objectifs du projet de loi, par celles
d’installation et de transmission.
Si le renouvellement des générations agricoles est certes essentiel pour notre pays, cette expression est trop limitative pour qualifier les objectifs que doit poser cette loi d’orientation agricole. En effet, pour atteindre la souveraineté alimentaire et les objectifs de transition écologique et climatique sur lesquels la France s’est engagée, le simple remplacement des agriculteurs en activité est insuffisant. La réorganisation des systèmes et des modes de production nécessite d’impulser une dynamique d’accroissement du nombre d’agriculteurs et d’agricultrices.
Il est donc nécessaire d’insister - dès le titre du projet de loi - sur les deux volets d’actions clés que sont l’installation et la transmission, pour soutenir et accompagner les transmissions et la création
d’activités, sans limiter d’emblée à un simple objectif de remplacement des agriculteurs prenant leur retraite.
Cet amendement est proposé par la FADEAR, la FNAB, le MIRAMAP, le RENETA, le Réseau CIVAM, SOL et Terre de Liens et le pôle Inpact. Aux côtés des chambres d’agriculture, les organisations membres de cette coalition représentent des acteurs diversifiés et complémentaires participant activement à la mise en œuvre des politiques et dispositifs d’accompagnement à l’installation-transmission sur les territoires. Les associations et réseaux paysans et citoyens d’accompagnement à l’installation-transmission accompagnent aujourd’hui plus de 10 000 candidats et 2 000 cédants par an, avec à la clé plus d’un tiers des installations annuelles.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N002949,"Actuellement, l’article L 322‑8 du Code rural et de la pêche maritime régissant le GFA exige qu’en cas d’ « apport » immobilier, seule la pleine propriété puisse être apportée. De même, s’il s’agit d’un bien indivis, tous les indivisaires doivent apportés leurs droits afin que le GFA possède la totalité des droits sur l’immeuble. 
La doctrine étend cette obligation aux « acquisitions », considérant que le GFA n’est pas en mesure d’accomplir son objet légal, tel que défini à l’article L 322‑6 s’il ne détient les immeubles qu’en démembrement de propriété ou pour une quote-part indivise.
Cette solution mérite d’être transposée dans le texte législatif, l’article L. 322‑8 du Code rural et de la pêche maritime étant applicable, par renvoi de texte, au GFAI qui, innervé par une logique d’investissement, procèdera selon toute vraisemblance davantage par des acquisitions que par des apports.
Cet ajout du texte permettra en outre de sécuriser la pratique des actes.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N000240,"Cet amendement du groupe Socialistes et apparentés vise à assurer un objectif chiffré de renouvellement des exploitants agricoles tout en préservant le caractère familial de l’agriculture, l’autonomie et la responsabilité individuelle de l’exploitant. 
Comme l’indique la Cour des Comptes dans un rapport rendu en avril 2023, 43% des exploitants agricoles sont âgés de plus de 55 ans, et 200 000 chefs d’exploitation atteindront l’âge d’ouverture des droits à la retraite. Dans le même temps, la proportion d’exploitants non remplacés n’entraînera pas nécessairement une baisse équivalente du nombre d’exploitants. Le dernier recensement agricole opéré en 2020 dénombrait 496 000 exploitants agricoles pour 389 000 exploitations. 
La population active agricole comporte - outre les exploitants - la main d’œuvre familiale permanente et les salariés non familiaux, permanents ou occasionnels. Le nombre de salariés permanents progresse, passant de 155 000 en 2010 à 170 000 en 2020, soit désormais davantage que les aides familiales (91 000). Le ratio des salariés permanents rapportés aux exploitants atteint plus de 25% aujourd’hui. Également, le volume de travail apporté par des prestataires augmente (+40% entre 2010 et 2020, soit 3,5% du volume de travail total en 2020). 
Selon la Cour des Comptes, les exploitations agricoles passeraient de 389 779 en 2020 à 292 592 en 2035, soit un taux de décroissance annuel moyen de 1,89 % d’ici 2035. La tendance à l’agrandissement se poursuivra, avec une baisse de 42 % des exploitations de moins de 20 ha. Les projections indiquent aussi une hausse de la part de la forme sociétaire qui passerait de 42 % à 60 % entre 2020 et 2040.
Or, aujourd’hui, la libéralisation du marché qui est à l’œuvre accélère l’accaparement des terres par l’usage et la propriété. Cela se traduit systématiquement par des simplifications culturales contraires à une diversité qui – avec l’équilibre entre élevages et cultures – est la règle d’or de l’agroécologie. Le partage de la terre entre une diversité d’exploitants agricoles doit en ce sens être préservée, pour ne pas condamner la perspective d’un renouvellement des générations et de l’accès qui se doit massif aux dix millions d’hectares qui vont se libérer.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N003434,"Le présent amendement vise à permettre à divers acteurs d'intervenir auprès de l'État et des régions, dans le cadre du programme national d'orientation et de découverte des métiers de l'agriculture. Au regard de leur implication en matière agricole, les chambres d'agriculture seraient tout à fait légitimes à participer à cette conception ; de même il convient que les collectivités territoriales intéressées mais également les établissements publics locaux (EPCI...) qui le souhaitent puissent pleinement participer à la mise en place de ce programme national.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419865B2436P0D1N000528,"Cet amendement, issu de la proposition de loi du Sénat pour un choc de compétitivité en faveur de la Ferme France, vise à nommer un haut-commissaire afin d’alerter les pouvoirs publics et émettre des avis et recommandations en matière de compétitivité du secteur agricole. Doté de larges prérogatives, il participe à la définition et à la mise en œuvre des politiques publiques de compétitivité et est l’interlocuteur privilégié des filières dont il répertorie les difficultés qu’elles rencontrent au quotidien de manière à pouvoir formuler des recommandations utiles.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419865B2436P0D1N000203,"Par cet amendement, le groupe parlementaire LFI-NUPES souhaite renforcer la lisibilité des projets d'établissements agricoles sur l'agriculture biologique.
Le secteur biologique représente 16% de l’emploi agricole avec une dynamique en croissance pour atteindre l’objectif de 18% de surfaces en bio en 2027. En fonction des régions, 30 à 50% des candidats souhaitent aujourd’hui s’installer en bio avec un réel besoin de formation. Pourtant les formations en bio ne représentent que 5% de l’offre de formations production, transformation et commercialisation de l’enseignement agricole public inégalement réparties selon les territoires et les cursus.
Réciproquement, selon une enquête de la FNAB les enseignants souhaitent pouvoir mieux enseigner l’agriculture biologique :
- 73% expriment le besoin d'avoir plus de contenus techniques sur l’agriculture biologique ;
- 63% expriment le besoin d’avoir des supports de communication sur l’AB ;
- 43% expriment un besoin de formation sur l’AB.
Il y a donc un véritable enjeu et une urgence à renforcer la formation initiale et continue à l’agriculture biologique. Ainsi, les objectifs de promotion de l’agriculture biologique devraient s’intégrer dans les projets des établissements d’enseignement agricole. Les projets d’établissement représentent l’aboutissement du travail collectif des équipes pédagogique, administrative et technique, et constituent donc l’opportunité de se saisir des enjeux de promotion de l’agriculture biologique à l’échelle de l’établissement. Ils permettent ensuite, à l’échelon régional, de fixer des objectifs en adéquation avec les objectifs nationaux, de les suivre régulièrement et de mettre en place les moyens pour les atteindre dans le plan régional de l’enseignement agricole. Le Pacte d’orientation agricole prévoit de plus un plan de formation de 50 000 professionnels de l’enseignement, de la formation et du conseil : chaque établissement a donc l’opportunité de former massivement ses personnels à l’agriculture biologique.
Cet amendement a été travaillé avec la FNAB.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N002694,"Cet amendement a pour objectif d’intégrer d’autres règlementations pouvant s’appliquer à une haie. Le but de ce mécanisme étant de simplifier les démarches pour les pétitionnaires, la démarche d’autorisation se doit d’être exhaustive pour ne pas avoir de procédure administrative en parallèle. C’est pourquoi intégrer les deux autorisations concernant les monuments historiques, les sites patrimoniaux et la déclaration concernant les sites inscrits permet de répondre à l’objectif de cette nouvelle section relative à la protection des haies.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N002809,"La mise en place d’un programme national d’orientation et de découverte des métiers agricoles répond à la nécessité de sensibiliser très tôt nos concitoyens à l’importance de l’agriculture et des métiers du vivant, tant dans leurs impacts au quotidien (alimentation, énergie, environnement…) que s’agissant des enjeux de souveraineté alimentaire qu’ils recouvrent.
Il est nécessaire, pour que le contenu de ce programme et la manière dont il sera dispensé, soit en prise avec les réalités du terrain, la capacité des professionnels à se mobiliser pour y concourir et en cohérence avec les enjeux vus comme prioritaires par ces derniers, qu’il soit conçu en concertation avec les représentants de la profession.",non
simplification des démarches administratives,"réduire les réglementations environnementales et sanitaires. Simplifier les démarches administratives, démarches bureaucratiques chronophages qui sont des freins qui entravent le quotidien des agriculteurs",AMANR5L16PO419610B2436P0D1N001096,"La filière viti-vinicole est déjà, depuis plus d’une décennie, dans l’obligation de moderniser ses pratiques pour faire face au dérèglement climatique. Qu’il s’agisse d’épisodes de gel, de grêle ou de fortes chaleurs, les risques naturels sont devenus très fréquents.
Les pouvoirs publics doivent accompagner la transition écologique et technique en soutien aux viticulteurs. 
Cet amendement explicite la présence de la viti-viniculture dans cet alinéa.",non
