IDEES,DESCRIPTION,NOM_AMENDEMENT,EXPOSE_SOMMAIRE,LABEL
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO419610B2436P0D1N001590.json,"La législation européenne doit être retranscrite dans les droits nationaux, mais en réalité la France joue systématiquement à vouloir faire toujours mieux et à aller toujours plus loin. Il faut cesser cette surtransposition des normes françaises qui crée des distorsions de concurrence graves entre les agriculteurs tant intra-européens qu’extra européens. Cet amendement vise donc à ce que chaque surtransposition française de directives européennes soit nécessairement justifiée et à en faire réellement un objectif, ou garde-fou, constant d’orientation des politiques agricoles.",oui
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N003156.json,"Le renouvellement des générations en filière équine doit être soutenu par des leviers financiers et fiscaux qui participent à l’attractivité du métier d’agriculteurs et d’agricultrices diversifiés dans le cheval en tenant compte des différents profils d’entrepreneurs et de projets économiquement viables. Ces projets participent en effet, comme indiqué dans la Loi 2005-157 du 23/02/2005 relative au Développement des Territoires Ruraux, à la souveraineté alimentaire mais aussi au développement de l’emploi et de la biodiversité, à l’animation et à l’aménagement des territoires.Le contexte particulier de la filière équine, le développement de la filière, sa professionnalisation passe notamment par l’accompagnement des jeunes agriculteurs.La définition française de l’activité agricole, qui englobe les activités cheval n’étant pas reconnue au niveau communautaire, la Circulaire DGPAAT/SDEA/C2010-3065 du 22 juin 2010 relative à l’installation aidée faisait le distinguo entre les projets "" d’élevage "" et les projets "" activités équestres "".Ainsi la circulaire précisait comment l’installation des jeunes agriculteurs était financée, selon la nature du projet de son projet :- Co-financement par les crédits européens sur le Fonds européen agricole pour le développement rural (FEADER) pour les projets dont les revenus étaient majoritairement issus de l’élevage - Pas de co-financement FEADER et financement par les aides de minimis pour les projets d’installation fondés sur une seule activité équestre et les projets "" mixtes "" (associant une activité équestre et une activité d’élevage dont le revenu prévisionnel tiré de l’élevage était inférieur ou égal à 50 %), et axés vers l’un des domaines suivants : - Exploitation d’un centre équestre - Entraînement de chevaux de courses - Débourrage, dressage et entraînement des chevaux de sport, de loisirs ou de travail Le financement de la Dotation Jeune Agriculteur a perduré sur ce modèle jusqu’à fin 2022, accompagnant ainsi tous les projets économiquement viables.En 2023, la nouvelle programmation de la politique agricole commune 2023-2027 a entraîné dans son sillage un certain nombre de changements notamment en lien avec le Feader. Pour la filière cheval cela s’est traduit par un arrêt, dans la plupart des régions, du financement des projets "" à dominante équestre "" anciennement financés par les aides de minimis.Pourtant, les références technico-économiques démontrent qu’il est quasi impossible de vivre dignement de son métier d’éleveur d’équidés sans être diversifié sur des activités "" équestres "" et ce principalement pendant les premières années d’installation.Force est également de constater que la politique publique d’encouragements pour la filière équine bénéficie aux détenteurs d’équidés, qu’ils soient particuliers amateurs ou agriculteurs.Une telle politique d’encouragements exacerbe la concurrence déloyale que subissent les agriculteurs professionnels du Cheval, prive l’État de recettes fiscales et sociales, participe à la hausse des prix du foncier agricole et ne répond en rien aux besoins des agriculteurs diversifiés dans le Cheval, en termes de souveraineté alimentaire et de transitions économiques, sociales, environnementales ou climatiques.Cibler prioritairement cette politique d’encouragements comme l’ensemble des aides territoriales, nationales ou européennes, ou le Fonds Éperon, vers les porteurs de projet et vers les agriculteurs professionnels du Cheval, à l’instar de ce que déclarait en 2010, Bruno Le Maire, Ministre de l’Agriculture pour "" soutenir les éleveurs et au premier rang d’entre eux, les agriculteurs "" est une nécessité absolue pour préserver l’élevage d’équidés en France.Le présent amendement vise donc à aider les jeunes agriculteurs et plus largement les agriculteurs diversifiés dans le cheval pour qu’ils soient en mesure d’absorber les investissements liés à leur installation ou au développement de leurs activités et d’augmenter par conséquent le nombre de candidats à la reprise des exploitations agricoles maintenues viables, vivables et transmissibles en filière équine.",oui
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N002907.json,"Amendement d'appel.L'Union européenne à travers la multiplication des accords de libre-échange et l'inflation normative qui empêche nos agriculteurs de travailler, fait mourir l'agriculture française.Ainsi, cet amendement vise à préciser que la capacité de la France à assurer son approvisionnement alimentaire ne doit en aucun cas être compromise par la concurrence déloyale permise par des accords de libre-échange.",oui
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N003096.json,"Cet amendement propose de faire porter mention de l'importance de protéger la rentabilité économique des exploitations agricoles françaises contre la concurrence déloyale dont elle est l'objet, dès le 1.A de l'article L.1 du code rural et de la pêche maritime car elle est garante de l'objectif de souveraineté alimentaire de la France. Seul l'Etat est en mesure d'assurer la garantie de cette protection par des dispositions législatives et réglementaires précises, notamment en s'interdisant toute sur-transposition des normes européennes. Tel est le sens de cet amendement.",oui
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N005046.json,"Les agriculteurs français sont asphyxiés par les surtranspositions de normes européennes en France qui les placent dans une situation de concurrence déloyale vis-à-vis des agriculteurs des autres États membres. Il est indispensable de revenir sur cette escalade de normes qui fait obstacle à la productivité de notre agriculture et impacte négativement nos filières. Cela doit permettre de redonner aux agriculteurs les moyens de produire une alimentation dont la demande ne fait qu’augmenter.Selon les projections de l’Organisation pour l’alimentation et l’agriculture (FAO), d’ici à 2050, la production alimentaire devra augmenter de 60 % pour nourrir une population mondiale de 9,3 milliards.Ce sous-amendement propose donc d’inscrire dans le projet de loi d’orientation agricole l’interdiction des surtranspositions de normes européennes.",oui
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N004791.json,"Amendement d'appel.L'Union européenne à travers la multiplication des accords de libre-échange et l'inflation normative qui empêche nos agriculteurs de travailler, fait mourir l'agriculture française.Ainsi, cet amendement vise à préciser que la capacité de la France à assurer son approvisionnement alimentaire ne doit en aucun cas être compromise par la concurrence déloyale permise par des accords de libre-échange.",oui
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N002977.json,"Sans moyens de productions performants, diversifiés et durables, il n’y a pas possibilité d’obtenir une production saine, loyale et marchande en quantité suffisante et stable dans le temps. La souveraineté alimentaire est donc liée à l’accès aux meilleurs moyens de production qui doivent avoir toute leur place ici comme réponses aux problématiques économiques, techniques, luttes contre le changement climatique et adaptation.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N002536.json,"Cet article n’est absolument pas à la hauteur des enjeux mis en avant par les agriculteurs durant leur mobilisation. Dans son avis du 21 mars 2024, le Conseil d’État lui même pointe les limites de cette disposition :"" les définitions très générales proposées de la souveraineté alimentaire et agricole de la France ne sont pas d’une telle nature. Au surplus, la notion de "" souveraineté alimentaire "" est utilisée depuis 2014 à l’article L. 1 sans être autrement définie que par les politiques publiques qu’elle inspire. Enfin, au regard du contenu des dispositions qui lui sont soumises, il ne voit pas l’utilité, sur le plan juridique, de définir ces notions. ""Par conséquent, si l’intention est de véritablement consacrer une place importante à notre agriculture dans les politiques publiques, il convient de l’élever au rang constitutionnel. En effet, seule une disposition constitutionnelle sera de nature à rééquilibrer les enjeux agricoles et environnementaux aujourd’hui hautement valorisés par le principe de précaution (devenu un principe d’interdiction pour nos entrepreneurs). Du point de vue du droit, la charte de l’environnement aura toujours plus de poids que ce dispositif législatif au regard de la pyramide des normes. Cet amendement vise donc à expliciter que ce dispositif n’aura aucun autre impact que celui d’être simplement symbolique.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N002812.json,"Au-delà de la reconnaissance de l’intérêt général comme principe fondateur du droit et des politiques publiques en faveur de la protection, du déploiement et du développement de l’agriculture, des modifications appropriées du Code de l’Environnement sont nécessaires. L’objet de cet amendement est de préciser que toute atteinte portée à l’agriculture dans le cadre de la préservation et de la gestion durable des zones humides doit être nécessaire et proportionnée à sa protection qui est également d’intérêt général.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N001382.json,"La principale revendication exprimée par les agriculteurs lors des manifestations de ce début d’année porte sur le revenu agricole. Or, ce projet de loi -qui se veut pourtant d’orientation- tel qu'il avait été déposé, n’évoquait à aucun moment la question du revenu des agriculteurs, pourtant essentielle à l’atteinte de l’objectif de souveraineté alimentaire. Par voie d'amendement, j'ai pu introduire cette question à l'alinéa 4 mais il mais il convient également de l’affirmer au sein de cet alinéa sur la politique d’installation et de transmission en agriculture "" Sans revenus qui assurent aux agriculteurs une juste rémunération et une capacité à investir sur leur exploitation, le renouvellement des générations dont il est question dans le présent alinéa, ne pourra pas être assuré et le nombre d’exploitations agricoles continuera de diminuer, compromettant l’objectif de souveraineté alimentaire affiché par ce projet de loi. C’est pourquoi le présent amendement vise à inscrire l’objectif d’augmentation du revenu des agriculteurs et actifs agricoles parmi les objectifs des politiques publiques concourant à la souveraineté alimentaire.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N000878.json,"Au-delà de la reconnaissance de l’intérêt général comme principe fondateur du droit et des politiques publiques en faveur de la protection, du déploiement et du développement de l’agriculture, des modifications appropriées du Code de l’Environnement sont nécessaires. En particulier, en ce qui concerne le domaine de l’eau.L’article L. 211-1 du code de l’environnement, en tant que socle de ce droit de l’eau, doit être mis en conformité avec la reconnaissance de l’intérêt majeur qui s’attache à la protection, la valorisation et le développement de l’agriculture en France.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N001013.json,"Le présent amendement vise à demander au Gouvernement d'étudier la possibilité d'instaurer une aide au passage de relai pour permettre à des exploitants dont la fin de carrière est difficile de passer le flambeau plus sereinement. Il s’agit de gérer au mieux la transition entre activité et retraite pour éviter le risque de suicide.En effet, le rapport d’Olivier DAMAISIN de décembre 2020 portant sur l'identification et l'accompagnement des agriculteurs en difficulté et la prévention du suicide fait le constat d’une surreprésentation de 30 % du suicide chez les actifs agricoles, concentré autour des âges de la transmission et de la retraite. Ce dispositif pourrait viser des chefs d’exploitation à moins de 5 ans de l’âge légal de la retraite faisant face à des difficultés économiques (y compris l’impossibilité d'adaptation à la réglementation), familiales ou de graves problèmes de santé.La condition d’obtention de l’aide au passage de relai pourrait être de permettre l’installation aidée d’un jeune sur l’exploitation ou de permettre de consolider l’exploitation d’un jeune installé avec les aides depuis moins de 10 ans.Il pourrait s’agir d’une aide transitoire (5 ans au maximum) entre activité et retraite, qui prendrait la forme d’une allocation financière d’environ 1 177 € par mois (en référence au minimum de retraite à 85 % du Smic) et d’une prise en charge des cotisations sociales maladie et retraite de l’exploitant et des membres de sa famille qui participent aux travaux.En volume, cette aide au passage de relai pourrait représenter une dizaine de dossiers par département et par an (total : 1 000 dossiers par an).Cette aide pourrait être liée à la retraite progressive dont l’accès a été facilité l’été dernier. Le lien pourrait également être fait avec le dispositif d’installation progressive.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N004179.json,Amendement de précision visant à garantir qu'on évoque bien le sujet du respect de nos engagements sociaux et environnementaux et non des accords de libre-échange.,non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N005314.json,"Cet amendement du groupe LFI-NUPES vise à inscrire dans la loi l’objectif d’une restauration collective 100 % biologique et locale.En effet, il s’agit d’un levier majeur à activer pour apporter une réponse à la crise de l’agriculture biologique, à la bifurcation agroécologique, à la stabilisation des revenus de nos agriculteurs locaux et à la consolidation de notre souveraineté alimentaire.L’échec d’Emmanuel Macron est patent. Les maigres lois Egalim ne sont pas même respectées : l’objectif de 20 % de produits biologiques en restauration collective publique en 2022, fixé pour 2012 et réitéré par la loi Egalim en 2018, est loin d’être atteint ; malgré l’engagement de certaines collectivités territoriales pionnières dans les cantines scolaires, il plafonne à environ 5 à 6 %, soit pas davantage que la part des produits bio dans la consommation totale (6,6 % en 2021) selon le rapport de la Cour des comptes de 2022.Les surfaces en bio stagnent à 10,7 % de la surface agricole totale (pour 60 000 exploitations) alors que le Gouvernement s’est fixé un objectif de 15 % en 2022 et de 18 % en 2027.La bio traverse une crise majeure, avec un ralentissement des conversions au bio et une augmentation des décertifications : selon les dernières données publiées par l’Agence Bio, en 2022 quelque 5 245 nouveaux producteurs bio ont été enregistrés contre 7 706 en 2021, soit une baisse de près de 32 %. En outre, et même s’il s’agit pour moitié de décertifications (et pour moitié de départs en retraite), le nombre d’arrêts de certification comptabilisés en 2022 atteint 3 380 contre 2 510 en 2021, ce qui représente une hausse de près de 35 %.Donner un nouveau cap à l’agriculture biologique est donc à la fois fondamental et possible, en activant le levier de la commande publique et de la restauration collective.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N002428.json,Amendement d'appel.,non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N000946.json,"Au sein de EPLEFPA, les exploitations agricoles et les ateliers technologiques ont une place toute particulière.Actuellement, l'expérimentation et l'innovation sont présentes de manière trop aléatoire en raison de l'absence d'unité propre au sein des EPLEFPA. Il est pourtant nécessaire de créer une proximité entre la recherche et l'agriculture sur les territoires. Une structure de type ""Fab lab"" doit être actée sous la forme d'une unité spécifique que sein des exploitations de ces établissements afin de créer un espace de partage de compétences et de savoirs.Cet amendement a été travaillé avec le SNPDEA.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N005093.json,"Ce sous-amendement de repli vise à ajouter une précision sur l'intérêt général majeur des ""terres agricoles"" pour garantir la souveraineté alimentaire. En effet, alors que nos terres agricoles sont sous la menace de l'accaparement par des firmes financières, il est indispensable de préciser la nécessité de protéger nos terres et de préciser cette mention à cet alinéa",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N000443.json,"Cet amendement a pour but la suppression de l’intégration des haies dans la règlementation “espaces boisés classés”. Un des objectifs du gouvernement, retranscrit dans le pacte en faveur de la haie, est la simplification des règlementations autour des haies. De plus, le gouvernement, dans ce même document, énonce qu’”une vision dynamique de l’évolution du linéaire de haie est nécessaire”.Ainsi, la suppression de la mention des haies dans la règlementation “espaces boisés classés” vise à répondre aux exigences du Pacte en faveur de la haie.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N000678.json,"Cet amendement a pour de simplifier la procédure d’obtention des avis au titre du Code de l’urbanisme. Les projets de destruction d’une haie relevant d’une procédure de déclaration préalable au titre du Code de l’urbanisme, un accord de l’autorité compétente en matière d’urbanisme doit être recueilli.Pour simplifier la procédure, il est proposé de remplacer l’accord de l’autorité compétente par un avis simple.",non
Distorsions de concurrence,Les normes environnementales pénalisent les agriculteurs français en les exposant à la concurrence déloyale d’acteurs étrangers soumis à des standards moins rigoureux et une charge administrative moindre,AMANR5L16PO791932BTC2600P0D1N002215.json,"Oublié des politiques agricoles, le secteur des fruits et légumes subit une crise grave et durable. Depuis 1990, les surfaces maraîchères et arboricoles ont diminué de 150000 hectares : c’est un tiers des surfaces qui a disparu en 25 ans. Les importations de fruits et légumes ont, elles, augmenté de 62 % depuis 1990. La moitié des fruits et légumes commercialisés en France est désormais d’origine importée. Le constat n’est guère meilleur pour les produits certifiés Agriculture Biologique : 20 % des légumes bio et 45 % des fruits bio sont importés.Les politiques publiques doivent lever les obstacles à la relocalisation des productions maraîchères et arboricoles sur le territoire grâce à des prix rémunérateurs, une régulation des marchés, la répartition de la ressource en eau et soutien à l’installation. Il en va de notre souveraineté alimentaire dans ce secteur stratégique.",
